Search_and_address,old_search,old_addr,search,addr,city_state,full,Quantity,Publication,Month,Day,Year,Edition,lon,lat,geoAddress
5738_South_KENWOOD_@5738_S_KENWOOD_AVE@.html,5738_South_KENWOOD_,5738_S_KENWOOD_AVE,5738 South KENWOOD ,5738 S KENWOOD AVE,"Chicago, IL","5738 S KENWOOD AVE, Chicago, IL","1", Daily Maroon,April,"6","1976",,"-87.5935202","41.7902808","5738 s kenwood ave, chicago, il 60637, usa"
7701_S._ESSEX_@7701_S_ESSEX_AVE@.html,7701_S._ESSEX_,7701_S_ESSEX_AVE,7701 S. ESSEX ,7701 S ESSEX AVE,"Chicago, IL","7701 S ESSEX AVE, Chicago, IL","1", Daily Maroon,January,"12","1973",,"-87.563504","41.755221","7701 s essex ave, chicago, il 60649, usa"
5471_S._BLACKSTONE_@5471_S_BLACKSTONE_AVE@.html,5471_S._BLACKSTONE_,5471_S_BLACKSTONE_AVE,5471 S. BLACKSTONE ,5471 S BLACKSTONE AVE,"Chicago, IL","5471 S BLACKSTONE AVE, Chicago, IL","2", Daily Maroon,February,"21","1975",,"-87.5903564","41.7958551","5471 s blackstone ave, chicago, il 60615, usa"
6207_South_UNIVERSITY_@6207_S_UNIVERSITY_AVE@.html,6207_South_UNIVERSITY_,6207_S_UNIVERSITY_AVE,6207 South UNIVERSITY ,6207 S UNIVERSITY AVE,"Chicago, IL","6207 S UNIVERSITY AVE, Chicago, IL","1", Daily Maroon,October,"11","1957",,"-87.5976348","41.7821475","6207 s university ave, chicago, il 60637, usa"
6207_South_UNIVERSITY_@6207_S_UNIVERSITY_AVE@.html,6207_South_UNIVERSITY_,6207_S_UNIVERSITY_AVE,6207 South UNIVERSITY ,6207 S UNIVERSITY AVE,"Chicago, IL","6207 S UNIVERSITY AVE, Chicago, IL","1", Daily Maroon,October,"9","1959",,"-87.5976348","41.7821475","6207 s university ave, chicago, il 60637, usa"
6207_South_UNIVERSITY_@6207_S_UNIVERSITY_AVE@.html,6207_South_UNIVERSITY_,6207_S_UNIVERSITY_AVE,6207 South UNIVERSITY ,6207 S UNIVERSITY AVE,"Chicago, IL","6207 S UNIVERSITY AVE, Chicago, IL","1", Daily Maroon,October,"18","1957",,"-87.5976348","41.7821475","6207 s university ave, chicago, il 60637, usa"
6207_South_UNIVERSITY_@6207_S_UNIVERSITY_AVE@.html,6207_South_UNIVERSITY_,6207_S_UNIVERSITY_AVE,6207 South UNIVERSITY ,6207 S UNIVERSITY AVE,"Chicago, IL","6207 S UNIVERSITY AVE, Chicago, IL","1", Daily Maroon,September,"30","1955",,"-87.5976348","41.7821475","6207 s university ave, chicago, il 60637, usa"
6207_South_UNIVERSITY_@6207_S_UNIVERSITY_AVE@.html,6207_South_UNIVERSITY_,6207_S_UNIVERSITY_AVE,6207 South UNIVERSITY ,6207 S UNIVERSITY AVE,"Chicago, IL","6207 S UNIVERSITY AVE, Chicago, IL","1", Daily Maroon,October,"5","1957",,"-87.5976348","41.7821475","6207 s university ave, chicago, il 60637, usa"
6207_South_UNIVERSITY_@6207_S_UNIVERSITY_AVE@.html,6207_South_UNIVERSITY_,6207_S_UNIVERSITY_AVE,6207 South UNIVERSITY ,6207 S UNIVERSITY AVE,"Chicago, IL","6207 S UNIVERSITY AVE, Chicago, IL","1", Daily Maroon,September,"28","1956",,"-87.5976348","41.7821475","6207 s university ave, chicago, il 60637, usa"
6207_South_UNIVERSITY_@6207_S_UNIVERSITY_AVE@.html,6207_South_UNIVERSITY_,6207_S_UNIVERSITY_AVE,6207 South UNIVERSITY ,6207 S UNIVERSITY AVE,"Chicago, IL","6207 S UNIVERSITY AVE, Chicago, IL","1", Daily Maroon,October,"3","1958",,"-87.5976348","41.7821475","6207 s university ave, chicago, il 60637, usa"
